Word, AbstConc, Arou, IMG, Val
Höherstufung, 3.818, 5.148, 3.339, 3.92
Bettelbrief, 4.506, 4.645, 4.038, 3.468
Neonazi-Aufmarsch, 5.267, 6.238, 5.268, 2.813
Prämiensystem, 2.73, 4.46, 1.8, 5.034
Heim-PC, 5.562, 3.91, 4.102, 5.726
wirtschaftsstark, 4.012, 3.653, 3.154, 5.364
Stundenbasis, 4.389, 3.465, 3.286, 5.137
hintanstellen, 2.869, 3.824, 3.192, 4.623
Langzeitaufenthalt, 4.179, 5.337, 4.167, 4.033
sensationsgeil, 3.584, 6.009, 5.009, 2.937
herbeigeeilt, 3.993, 4.633, 4.859, 2.772
Raucherkneipe, 5.937, 4.75, 5.708, 3.158
Landstreifen, 5.919, 3.244, 5.957, 4.837
Hochqualifizierte, 4.892, 3.658, 4.132, 4.884
Blechbläserensemble, 5.363, 3.407, 4.797, 6.738
Scharfenstein, 5.506, 2.476, 4.072, 5.686
Leuchtspur, 6.098, 5.369, 6.065, 4.885
Vereinspokal, 4.684, 5.397, 4.517, 3.961
Produktionszweig, 3.768, 3.207, 3.742, 4.155
Sicherheitsteam, 6.297, 4.299, 5.867, 4.826
Verbraucherschutzverband, 3.995, 3.882, 3.473, 3.786
Barabhebung, 5.5, 5.001, 4.037, 3.985
Badeunfall, 5.602, 7.265, 6.675, 3.105
Ballbehandlung, 4.424, 4.519, 4.918, 6.048
Messzelle, 5.938, 2.326, 4.756, 4.501
Einzelhof, 4.995, 1.518, 5.261, 4.399
Winzerverband, 5.446, 4.507, 4.963, 3.741
Radlerhose, 7.031, 3.805, 6.239, 5.716
Betätigungsmöglichkeit, 2.973, 4.366, 4.376, 5.975
Edina, 5.526, 4.258, 5.066, 6.063
Konsumartikel, 4.373, 4.621, 4.95, 4.909
Vitakraft, 5.755, 3.089, 5.378, 4.88
Schaltgerät, 5.097, 3.519, 4.894, 3.823
Männerhand, 6.414, 3.683, 6.537, 5.336
naheliegenderweise, 2.9, 3.855, 2.322, 4.352
Jamsession, 4.919, 5.815, 5.104, 4.956
Dacharbeit, 4.996, 4.931, 4.953, 4.152
Eiskugel, 7.205, 3.91, 7.243, 5.367
Armbeuge, 7.497, 2.861, 6.255, 5.141
Suizidgefahr, 3.33, 6.88, 4.295, 2.041
ernüchtert, 1.763, 4.358, 2.886, 3.29
Eigene, 2.087, 5.597, 2.744, 5.639
US-Schauspielerin, 6.084, 5.434, 6.468, 5.164
Steuerleute, 6.188, 3.484, 4.8, 4.598
ventilieren, 3.33, 3.684, 3.696, 3.851
DVV-Auswahl, 5.038, 5.259, 5.095, 4.33
Schulberatung, 4.565, 4.494, 4, 4.159
Polizistenmord, 4.954, 7.196, 5.348, 2.516
Westwerk, 5.845, 3.882, 5.353, 4.695
Vaterliebe, 3.668, 5.69, 3.953, 6.448
Reichskirche, 4.024, 3.72, 4.368, 3.684
Amtstätigkeit, 2.877, 4.721, 3.696, 3.336
eigengenutzt, 4.178, 3.533, 3.633, 5.102
überrissen, 3.522, 5.291, 3.309, 2.456
Personenführung, 3.296, 3.578, 3.321, 4.817
Kindergartenbesuch, 4.711, 4.456, 5.557, 5.303
Kindertagestätte, 5.418, 4.257, 5.765, 5.651
Unterkirche, 5.834, 3.225, 5.678, 4.86
Vorhautverengung, 4.673, 5.563, 4.477, 3.413
grellbunt, 4.435, 4.599, 5.804, 4.318
Talleyrand, 5.01, 3.907, 5.346, 4.691
Spitzeneinzel, 5.002, 4.626, 4.517, 5.076
Wärmenutzung, 3.737, 3.775, 3.159, 4.329
kristallisiert, 4.867, 3.953, 4.823, 5.834
schlingernd, 4.972, 3.806, 5.134, 3.33
zusammengetrommelt, 4.306, 2.65, 3.872, 4.194
Erntekrone, 5.975, 3.011, 6.384, 6.039
Ampelkoalition, 4.351, 4.71, 4.395, 3.646
Anpassungsschwierigkeit, 2.474, 5.264, 2.808, 3.448
zotig, 3.593, 5.602, 3.621, 3.223
Veranstaltungsleiter, 5.531, 3.232, 4.288, 4.142
Schweineproduktion, 5.354, 4.19, 5.082, 3.724
Internatsschüler, 5.616, 4.644, 4.906, 4.454
Spendenprojekt, 4.628, 5.191, 4.301, 6.176
Mondgöttin, 5.189, 4.25, 6.186, 5.965
Bruttonationaleinkommen, 4.67, 3.332, 4.01, 4.735
Schieblehre, 5.449, 2.252, 4.526, 4.532
Stiftungsaufsicht, 4.681, 3.176, 4.177, 4.428
Kredithöhe, 4.291, 4.143, 2.553, 4.291
Profanbau, 5.273, 4.159, 5.644, 4.255
Ziegenhirt, 5.302, 4.417, 5.565, 5.315
Sportklettern, 5.824, 4.822, 5.982, 5.002
Freizeitspieler, 5.644, 4.491, 4.905, 4.139
Naturtheater, 4.704, 4.768, 5.849, 5.936
weihevoll, 1.714, 3.124, 3.416, 5.102
Rotfeder, 6.905, 3.64, 6.549, 3.975
Kapazitätsplanung, 3.763, 2.734, 3.644, 4.36
Entwicklungsagentur, 4.826, 3.755, 4.725, 4.548
Ornella, 5.262, 4.982, 6.816, 5.764
Jubiläumsband, 4.058, 4.527, 4.044, 4.956
Kongressbericht, 4.765, 4.904, 4.295, 2.838
Minutenzeiger, 6.913, 3.069, 5.261, 4.321
PMT, 3.906, 3.897, 3.887, 4.558
Duldungspflicht, 2.809, 4.164, 2.79, 3.61
weiterbenutzen, 3.333, 3.232, 2.675, 4.156
Gepäckausgabe, 6.414, 3.361, 6.122, 4.162
Oberhemd, 7.386, 2.902, 5.775, 5.149
Frode, 5.116, 2.551, 4.67, 5.232
Postschalter, 6.157, 3.32, 5.182, 3.836
Währungsschwankung, 4.956, 5.281, 4.519, 3.901
Quantensystem, 4.919, 4.322, 4.685, 4.812
Küchenarbeit, 5.343, 3.814, 6.159, 4.726
Überholen, 5.342, 4.266, 4.577, 3.915
Sondersignal, 5.309, 5.644, 4.988, 3.518
Westmark, 5.626, 2.289, 4.664, 4.467
Wohnraumüberwachung, 3.842, 5.652, 3.684, 3.214
Verlängerungsantrag, 3.205, 3.953, 3.362, 4.025
Lebensbuch, 4.613, 3.965, 4.5, 6.288
Braustätte, 5.779, 3.901, 4.404, 4.642
Landesbausparkasse, 5.285, 2.801, 4.768, 5.991
Entwicklungsgang, 2.508, 2.761, 2.401, 5.472
Landeskind, 4.484, 3.164, 4.257, 4.771
Obertor, 6.183, 2.659, 5.339, 3.946
Forumteilnehmer, 4.759, 4.221, 3.762, 4.791
speiend, 6.729, 5.741, 6.22, 3.379
Ersatzinvestition, 3.277, 3.192, 2.989, 3.717
Zoya, 6.151, 3.668, 5.66, 5.166
entwicklungsbedingt, 3.349, 5.793, 2.719, 4.139
Oberstufenschülerin, 6.003, 5.238, 4.813, 4.319
tuend, 3.027, 3.01, 4.35, 4.943
Sandersdorf, 5.03, 3.078, 3.665, 4.731
Popmusiker, 6.467, 3.953, 5.936, 5.363
Benzingespräch, 5.597, 5.453, 6.244, 5.758
Vereinsgemeinschaft, 4.752, 3.496, 4.358, 5.35
Wassermusik, 6.202, 4.193, 6.426, 7.216
Königswahl, 4.443, 4.317, 5.43, 4.306
vorbeisehen, 4.465, 3.873, 4.618, 4.972
Metallfolie, 5.661, 2.023, 5.274, 5.509
zagen, 3.136, 3.76, 4.559, 4.383
Krystyna, 5.053, 4.375, 6.663, 5.458
Bertil, 5.104, 3.557, 5.386, 4.955
Kreisdirektor, 4.454, 3.346, 3.723, 4.386
Kochmütze, 7.542, 4.447, 7.173, 6.116
Servicenetz, 4.641, 3.132, 3.902, 5.986
Schuldvorwurf, 1.939, 7.953, 2.711, 1.235
Wirtschaftsbund, 4.771, 4.515, 4.38, 4.994
Reisemangel, 3.701, 5.606, 5.175, 3.775
Dienstleistungseinrichtung, 4.246, 2.681, 4.926, 4.648
Zwischenbild, 4.96, 3.515, 4.573, 4.792
Nicolo, 4.224, 3.996, 4.792, 4.533
unbestellt, 4.243, 3.954, 4.92, 3.857
Zwangsvorstellung, 3.34, 7.373, 3.571, 1.85
Sicherungsarbeit, 4.638, 3.975, 4.604, 3.435
Edelstahltank, 6.465, 3.62, 5.206, 4.745
Katzenwäsche, 5.281, 3.465, 5.472, 5.218
Heizkostenzuschuss, 4.742, 3.376, 4.653, 4.334
Jahrgangsmeisterschaft, 4.152, 5.038, 4.841, 5.037
Fenstergitter, 6.981, 3.923, 6.674, 5.263
schulorganisatorisch, 4.33, 4.003, 3.57, 3.57
Umschlagbild, 5.572, 2.98, 5.544, 4.886
Messerstecher, 5.31, 7.85, 6.064, 1.802
Mediendemokratie, 4.444, 4.295, 5.026, 4.201
Zubin, 5.097, 4.537, 5.494, 5.74
Ehrengrab, 5.882, 3.374, 6.093, 4.197
Kolonialverwaltung, 4.178, 3.705, 3.737, 2.975
Fraktionssprecherin, 4.339, 3.646, 4.68, 4.419
Grenzwall, 6.303, 3.057, 5.426, 4.445
Haarfärbemittel, 6.74, 4.21, 5.746, 4.147
Science-Fiction-Serie, 5.268, 3.097, 5.622, 6.715
Garageneinfahrt, 7.031, 2.565, 6.31, 4.377
vereinsschädigend, 3.01, 5.367, 2.712, 1.832
Kongresspartei, 3.421, 4.851, 3.935, 3.995
Warmfahren, 5.299, 3.177, 4.762, 4.733
infizierter, 4.548, 6.508, 4.245, 2.27
Frühbarock, 4.314, 3.785, 4.805, 5.73
Ottoman, 5.161, 2.925, 5.129, 5.757
Baulinie, 5.149, 2.874, 5.45, 3.755
Schiessstätte, 4.726, 4.485, 5.599, 4.176
Heilungsaussicht, 3.683, 5.979, 3.629, 3.919
Temperaturveränderung, 4.115, 4.883, 3.397, 4.214
Küchenbrand, 5.237, 6.139, 6.055, 3.088
sonnengelb, 5.803, 2.505, 6.169, 6.857
Lösungsmodell, 3.655, 4.204, 3.376, 4.894
Stechschritt, 5.196, 4.559, 5.697, 3.242
Kaufmannsladen, 6.847, 2.592, 6.504, 6.475
Bilderreihe, 4.89, 3.729, 4.6, 5.728
Viertausender, 5.577, 4.716, 6.489, 5.854
Vorstandsitzung, 5.535, 3.804, 4.981, 4.315
Zeitschriftenverlag, 6.452, 3.345, 6.104, 4.896
Ausziehen, 5.752, 4.507, 5.21, 5.301
Variantenreichtum, 1.888, 4.356, 2.722, 5.402
Dreikönig, 5.437, 3.43, 5.65, 5.425
Möbelmarkt, 5.061, 3.246, 6.009, 3.989
Bundes-SPD, 4.378, 4.302, 4.33, 3.917
Lebensmittelverarbeitung, 5.532, 3.444, 4.824, 4.087
Tatbeitrag, 3.229, 5.413, 2.913, 3.11
Konterrevolutionär, 4.959, 7.232, 5.634, 2.11
gelüftet, 4.917, 4.507, 4.781, 4.44
Endziffer, 4.574, 3.716, 4.59, 3.813
Terminkontrakt, 5.232, 3.234, 4.353, 4.409
Schrumpfkopf, 6.191, 5.329, 6.06, 4.156
Wiedererkennbarkeit, 3, 4.169, 2.802, 5.83
Goldmund, 4.657, 6.105, 5.672, 5.333
Handlungszusammenhang, 3.436, 3.069, 3.047, 5.734
Fahrpreiserhöhung, 4.12, 5.405, 4.873, 3.016
Tongebung, 4.113, 4.303, 3.517, 7.422
Tonikum, 6.14, 4.582, 5.181, 5.799
Mittelabfluss, 4.078, 4.784, 4.118, 3.724
Bauernpartei, 4, 4.073, 3.32, 2.742
Filmvorführer, 6.647, 3.624, 6.482, 4.184
Gartenlokal, 5.926, 3.55, 5.828, 5.814
Allgegenwärtigkeit, 2.876, 5.651, 4.053, 3.502
Wettfahrtleitung, 6.302, 3.238, 5.545, 4.533
Fotosafari, 5.054, 5.873, 6.182, 5.399
Quervergleich, 4.229, 4.272, 2.774, 4.133
Kommunalaufsichtsbehörde, 4.417, 4.143, 4.205, 3.4
Motivwagen, 6.726, 4.732, 7.139, 5.034
Gütetermin, 4.246, 4.94, 4.073, 3.384
Freihaltung, 3.374, 2.559, 3.685, 4.198
Jazzrock, 4.013, 4.531, 5.035, 5.887
zurücken, 3.481, 3.962, 3.828, 4.713
Bewegungskoordination, 4.103, 4.293, 4.251, 4.852
kirschrot, 5.043, 4.067, 4.976, 5.048
Thietmar, 4.895, 4.029, 4.764, 3.399
Mindestbeteiligung, 4.554, 3.338, 3.663, 5.337
Tuncay, 6.462, 4.18, 6.767, 4.777
gestaucht, 3.424, 3.735, 4.385, 2.675
Darmsheim, 5.443, 3.693, 5.414, 4.886
Disziplinarstrafe, 5.618, 5.128, 5.044, 1.718
Postschiff, 7.144, 3.688, 6.769, 6.348
Klassenverhältnis, 3.359, 4.604, 3.479, 4.155
Industriezone, 4.446, 3.22, 5.021, 4.275
Abwehrmann, 5.737, 3.57, 4.817, 4.495
Telefonsystem, 5.016, 3.902, 4.691, 3.883
illustrierend, 3.878, 1.952, 3.68, 5.226
hinuntersteigen, 4.695, 4.417, 6.483, 4.139
Tiefkühlschrank, 5.741, 2.976, 5.327, 5.058
Zeitungsdruck, 6.644, 2.762, 5.616, 5.126
frühverrentet, 4.373, 5.192, 3.713, 1.437
Johannes-Gutenberg-Universität, 5.733, 4.592, 5.114, 4.751
gackernd, 5.824, 4.522, 6.023, 4.883
Dekanatsbezirk, 5.19, 3.78, 5.606, 4.909
Rundfunkaufnahme, 4.952, 4.053, 5.852, 5.36
Nautik, 5.164, 2.385, 4.812, 5.55
Werkzeughersteller, 4.826, 3.188, 4.364, 4.8
Grüngut, 6.126, 3.099, 5.951, 3.795
Glasgewebe, 6.549, 2.387, 4.872, 4.98
aufbiegen, 4.939, 2.349, 5.336, 3.896
verschmachten, 3.388, 5.721, 4.766, 3.047
Silberstück, 6.728, 1.936, 5.489, 5.455
Aleksej, 5.221, 4.084, 4.932, 4.821
Wachtposten, 6.612, 4.618, 6.114, 3.251
Kraftverteilung, 5.283, 3.239, 4.032, 4.452
Ado, 4.595, 3.013, 4.054, 4.277
Personenstand, 4.378, 3.95, 3.464, 3.861
Metallkonstruktion, 5.978, 2.611, 5.663, 4.967
Falklandinsel, 6.025, 4.292, 5.16, 4.659
Schuldunfähigkeit, 2.804, 6.028, 3.742, 2.245
Finanzierungsvereinbarung, 4.253, 3.477, 3.737, 5.181
vorfristig, 2.152, 4.379, 2.087, 4.999
unentwirrbar, 3.066, 4.623, 4.735, 3.319
Gestaltungsmacht, 2.962, 5.037, 3.138, 5.211
Auftragserfüllung, 3.244, 4.676, 3.059, 4.541
Herrenhemd, 6.878, 3.389, 6.135, 5.655
Kopfsprung, 5.533, 5.354, 6.528, 5.666
Heilungsmöglichkeit, 3.39, 5.445, 4.083, 4.467
Berechnungsverfahren, 3.258, 3.11, 2.823, 4.214
antireligiös, 3.212, 5.081, 3.199, 2.951
Notarvertrag, 4.775, 3.451, 4.269, 4.922
Frühwinter, 4.048, 3.209, 4.834, 5.222
anpinseln, 5.551, 3.037, 5.178, 5.059
Schlangengrube, 4.745, 6.429, 5.404, 2.635
Kurssprung, 4.194, 4.405, 4.123, 5.049
Sturmtrupp, 6.214, 6.499, 6.217, 2.936
Kurzkreuzfahrt, 4.788, 4.833, 4.612, 5.894
Wolfsschlucht, 5.769, 4.639, 6.024, 5.207
Brutverhalten, 5.542, 3.458, 5.025, 6.105
thermonuklear, 5.709, 7.229, 6.492, 3.464
Nachtmensch, 4.789, 4.667, 4.434, 5.115
rechtskundig, 3.661, 4.321, 3.301, 3.558
Software-Anwendung, 4.805, 3.422, 4.502, 4.942
Verschickung, 3.074, 5.551, 3.896, 3.014
Visa-Karte, 6.091, 3.929, 4.378, 5.174
Davidstern, 7.667, 4.328, 7.369, 3.586
Umweltgesetzbuch, 3.697, 3.651, 4.422, 4.189
vollpumpen, 3.847, 6.895, 4.465, 2.038
Organmitglied, 4.117, 3.47, 3.399, 3.6
selbstgezogen, 5.479, 3.052, 5.37, 6.68
Roni, 5.269, 2.817, 5.31, 5.625
frauenverachtend, 2.916, 7.309, 3.337, 2.904
hinausposaunen, 3.784, 5.324, 3.978, 4.54
umpacken, 4.452, 3.166, 5.671, 4.193
Leisetreter, 4.33, 4.12, 3.323, 4.196
Reynold, 4.992, 3.431, 5.539, 3.82
Zellentür, 8.486, 3.983, 6.805, 3.714
Brustseite, 7.393, 4.075, 5.91, 3.87
Besucheraufkommen, 4.145, 4.432, 5.192, 4.251
Atomgegner, 5.354, 5.105, 5.807, 3.687
schnittfest, 6.062, 3.254, 4.965, 4.761
Geschäftführer, 5.222, 2.647, 4.603, 3.958
Auftragsproduktion, 4.749, 4.943, 4.513, 4.644
Heinrichstrasse, 6.438, 3.126, 4.788, 5.645
Regionalbischof, 6.76, 2.684, 5.921, 4.098
Lufteinheit, 5.348, 5.08, 4.056, 3.684
Top-Lage, 5.142, 3.057, 4.42, 4.647
Geländeform, 4.666, 3.021, 4.914, 5.041
Rohrzange, 6.569, 3.853, 6.092, 3.933
Philanthrop, 4.265, 4.736, 3.955, 5.926
Vliesstoff, 6.607, 1.673, 5.665, 4.804
Warnen, 3.633, 4.427, 3.262, 3.663
Agrarhandel, 4.082, 3.828, 4.343, 4.429
Staatswirtschaft, 3.587, 4.335, 3.148, 2.863
Fortbildungskosten, 3.861, 5.038, 3.359, 4.194
Absatzrückgang, 4.329, 4.997, 4.937, 3.661
Marjana, 4.936, 4.217, 5.19, 5.698
Punkszene, 5.176, 5.101, 4.308, 3.603
Alarmruf, 4.289, 5.606, 3.62, 3.251
Märchenonkel, 4.619, 3.639, 4.405, 5.404
Einsatzraum, 4.756, 3.841, 4.732, 4.055
Fahrgelegenheit, 3.97, 4.67, 4.595, 4.56
Abwassermenge, 4.448, 3.393, 3.644, 2.849
Verbindungslehrer, 5.526, 4.659, 5.285, 4.025
Nachfragerückgang, 4.031, 4.524, 4.493, 2.981
Bahninfrastruktur, 3.968, 2.712, 4.175, 5.131
Schäferin, 6.111, 3.094, 6.042, 6.502
entkrampfend, 4.574, 4.603, 4.426, 5.804
Stecknadelkopf, 5.576, 3.533, 5.489, 4.45
Sportraum, 5.957, 3.592, 6.475, 5.114
Stadtarchäologie, 5.544, 3.864, 5.927, 4.233
Franz-Joseph, 3.888, 3.962, 5.947, 4.525
Sommermode, 5.027, 4.85, 5.892, 6.033
Aussichtslage, 4.816, 3.488, 5.602, 6.3
verfemen, 3.556, 5.655, 4.833, 2.447
loaden, 4.405, 3.189, 4.606, 5.263
Bildungsanspruch, 1.951, 5.317, 3.139, 5.296
Bohnenstange, 6.09, 3.403, 6.252, 4.382
Zuträger, 4.448, 4.178, 3.616, 2.297
Testkunde, 5.286, 3.044, 4.501, 5.392
Gebührenmodell, 4.592, 3.398, 3.853, 4.662
Drafi, 5.224, 4.382, 5.86, 5.117
Restkarte, 4.518, 4.025, 3.583, 4.234
Rot-Grün, 3.926, 4.806, 4.235, 3.556
Auftragswesen, 4.237, 3.786, 4.597, 4.494
Alpengebiet, 5.656, 2.268, 5.653, 5.616
Hary, 5.924, 3.565, 5.335, 5.064
Einkaufsabteilung, 5.559, 3.223, 4.635, 4.245
Stammesmitglied, 7.696, 3.214, 6.426, 5.78
Bruttoeinnahme, 4.208, 4.346, 3.544, 3.53
Gütermenge, 4.69, 4.245, 5.116, 4.449
ermässigter, 3.719, 4.202, 3.456, 4.47
Thoms, 4.753, 4.838, 4.948, 4.232
Verteilungsmuster, 4.004, 3.135, 3.467, 3.815
raustragen, 5.028, 3.732, 5.319, 3.222
Fastenwoche, 4.403, 4.102, 5.131, 6.553
Unfallversicherer, 4.59, 4.415, 3.857, 3.76
Lohnsystem, 4.492, 4.858, 3.694, 3.568
Dispens, 2.59, 3.62, 3.657, 4.015
Fruchtjoghurt, 6.48, 3.488, 6.236, 5.78
piepsend, 5.364, 4.757, 4.644, 4.184
Tonerzeugung, 4.596, 3.144, 4.633, 5.537
Schnittlinie, 5.414, 2.947, 4.839, 5.238
Olivenholz, 6.641, 3.411, 6.713, 5.684
Gewinnbenachrichtigung, 4.474, 3.911, 2.767, 5.265
Nachkömmling, 3.897, 4.069, 4.845, 5.687
Fahrzeugboden, 5.826, 2.571, 4.812, 4.931
500-jährig, 5.245, 5.577, 5.537, 4.877
Luftfahrtgesellschaft, 5.546, 4.35, 4.804, 4.06
Amador, 4.963, 6.047, 5.07, 4.564
Ansprechstelle, 4.281, 4.373, 3.175, 3.79
Festina, 4.811, 3.215, 3.703, 4.745
Oscar-Gewinner, 4.81, 5.191, 5.957, 4.943
Gussasphalt, 6.877, 2.61, 5.111, 5.251
Hochspeyer, 5.912, 3.433, 4.976, 5.543
überstreuen, 5.773, 2.163, 5.625, 4.54
wegfressen, 5.049, 4.476, 5.449, 3.267
Barthelm, 4.963, 2.346, 6.4, 6.026
Literpreis, 4.899, 3.159, 4.147, 5.026
Zeichenunterricht, 6.564, 3.898, 6.089, 4.522
Computertisch, 6.834, 3.096, 6.38, 5.584
Mozartstadt, 6.048, 3.89, 5.501, 6.645
feixend, 5.095, 5.085, 5.673, 3.007
Bissstelle, 6.878, 5.224, 6.028, 2.704
Wahrheitspflicht, 2.859, 4.9, 3.616, 3.781
Vermögensverzeichnis, 4.698, 3.039, 4.378, 4.195
Wetterhahn, 6.488, 4.004, 5.721, 4.022
Nettoverdienst, 3.804, 4.409, 3.586, 4.508
IHA, 5.443, 5.029, 4.914, 4.275
Erne, 4.804, 3.097, 5.099, 5.538
Industriefilm, 5.27, 3.783, 5.407, 4.279
Brückenkurs, 3.382, 4.733, 3.217, 4.198
Blutspendeaktion, 6.351, 5.816, 6.62, 5.095
Torfmoor, 6.006, 2.965, 6.113, 4.541
Vorderansicht, 5.117, 3.569, 6.279, 4.956
Fremdenverkehrsort, 4.074, 3.177, 5.053, 4.607
Bahnpolizei, 5.624, 4.381, 5.106, 2.973
neongrün, 6.244, 4.195, 5.972, 5.36
Oberregierungsrat, 5.957, 3.572, 6.107, 3.081
Malika, 5.408, 5.614, 7.196, 5.778
Käufergruppe, 3.863, 3.405, 3.115, 4.983
Uhrenmanufaktur, 5.222, 4.167, 4.426, 5.807
Winterluft, 5.753, 3.518, 6.197, 6.27
Künstlerduo, 6.724, 3.802, 5.794, 5.995
herausgeschlagen, 5.53, 4.096, 6.18, 4.053
Kundenparkplatz, 6.391, 3.068, 6.346, 4.876
reinschneiden, 5.05, 3.358, 4.514, 4.437
Chancenlosigkeit, 2.422, 6.511, 3.048, 2.357
Betretungsverbot, 3.497, 3.87, 3.092, 3.48
Linienweg, 4.824, 2.955, 4.297, 4.186
Statusänderung, 4.367, 5.234, 3.264, 5.361
Dampfwolke, 6.069, 5.304, 6.066, 4.141
Busangebot, 4.104, 3.394, 3.494, 5.427
Klarmann, 5.002, 4.033, 3.464, 3.131
Extraseite, 4.847, 2.733, 5.187, 4.711
Herbstwoche, 3.646, 4.242, 5.621, 6.823
KfW-Kredit, 4.394, 4.38, 3.149, 5.055
Sprechstimme, 4.818, 3.582, 4.12, 6.349
Aktionseinheit, 3.642, 4.876, 3.843, 4.036
zahlungswillig, 3.084, 4.941, 3.188, 4.723
Eisenring, 7.293, 3.367, 5.709, 3.425
Stolzenberg, 4.808, 4.309, 4.766, 4.797
Hebeanlage, 4.874, 3.799, 4.084, 4.46
Urlaubsflirt, 4.559, 8.069, 5.323, 6.23
Körperpflegemittel, 5.021, 3.983, 5.058, 5.365
Unterbringungskosten, 3.575, 4.241, 3.166, 3.34
Risikoforschung, 3.774, 4.938, 4.54, 4.688
Friedensfrage, 3.599, 4.252, 4.181, 4.63
Droschke, 6.237, 4.042, 6.496, 4.237
Hauptveranstaltung, 4.818, 4.861, 4.991, 4.486
Normenkontrollantrag, 3.267, 3.85, 4.157, 4.585
entgegensteuern, 2.748, 4.892, 2.955, 4.049
Pomade, 6.674, 4.057, 6.619, 4.597
Mitbewerberin, 4.701, 3.989, 4.331, 5.476
Auftragsgeber, 5.257, 4.839, 3.814, 3.84
Himmelsbeobachtung, 5.407, 3.986, 5.918, 5.884
Faltplan, 6.655, 2.907, 6.596, 5.133
Reiseführerin, 6.44, 4.808, 7.025, 5.128
US-Bevölkerung, 5.324, 4.069, 4.086, 4.401
Konstruktionsprozess, 3.553, 4.298, 3.01, 5.024
Essen-Werden, 6.474, 3.863, 4.738, 5.843
Müllproblem, 4.09, 5.737, 4.739, 2.131
Konsensdemokratie, 3.487, 4.081, 3.134, 4.732
Dankert, 5.859, 2.957, 6.081, 4.266
Konzeptpapier, 4.5, 3.083, 4.589, 4.89
zitronengelb, 6.005, 3.116, 5.462, 5.339
Ahnenforscher, 5.509, 4.136, 4.425, 5.714
Sommerkleidung, 5.808, 3.71, 6.078, 6.33
kulturlos, 1.905, 3.92, 2.185, 2.557
Kanu-Club, 5.882, 3.494, 5.547, 5.504
polyglott, 3.402, 4.251, 4.056, 6.368
Odenwaldbahn, 5.188, 3.379, 5.324, 4.261
uraufführen, 5.054, 4.199, 4.774, 5.214
hünenhaft, 5.074, 5.252, 5.458, 3.806
Fiche, 4.593, 2.932, 4.757, 3.172
Hustenbonbon, 6.783, 4.165, 6.273, 5.494
Spielbeschreibung, 5.001, 2.756, 4.084, 6.053
Privilegienwirtschaft, 3.001, 4.831, 3.291, 3.072
Ausbildungsberater, 5.491, 3.92, 4.261, 3.911
beherbergt, 3.811, 3.819, 4.266, 4.214
Farbtechnik, 4.753, 3.969, 5.007, 3.873
Restholz, 6.013, 2.361, 5.011, 4.575
Lautmalerei, 3.049, 4.002, 2.952, 5.597
Filmstudent, 6.371, 5.724, 5.915, 4.98
Immaculata, 5.319, 4.124, 5.675, 5.48
Gemüsestand, 7.397, 3.629, 8.052, 4.232
Bundesgeschäftsführerin, 3.694, 4.861, 4.384, 3.901
vortasten, 4.168, 5.01, 4.974, 4.806
verniedlichend, 2.629, 4.461, 3.22, 2.784
Jakobskirche, 6.678, 3.25, 6.334, 5.292
Morgengrau, 4.624, 4.223, 4.977, 4.449
danebengehen, 3.559, 5.629, 3.63, 3.294
berufsübergreifend, 4.053, 4.846, 2.919, 4.469
Konsumsteuer, 4.628, 3.828, 3.593, 4.554
Steueranteil, 4.993, 3.897, 4.24, 4.359
Bildkunst, 4.569, 4.162, 4.78, 4.848
Bergbaugebiet, 5.846, 2.652, 5.388, 5.221
Rechenspiel, 3.737, 3.965, 3.604, 4.478
Gutachterverfahren, 4.668, 5.192, 4.515, 4.492
Open-Air-Festival, 5.687, 6.923, 6.512, 5.008
Akustik-Gitarre, 5.886, 3.52, 5.744, 6.794
Blauzahn, 5.747, 4.232, 5.533, 5.343
kreatürlich, 1.575, 5.133, 2.495, 4.68
hervorstehen, 3.987, 4.144, 4.278, 3.322
antiklerikal, 2.823, 5.9, 3.542, 3.155
blassblau, 5.837, 3.304, 5.828, 4.859
Solipsismus, 1.762, 4.926, 2.726, 3.684
umherirrend, 3.834, 4.504, 4.919, 3.779
Schulschwänzer, 6.586, 5.631, 5.778, 2.862
Tapedeck, 6.331, 3.905, 4.542, 5.011
Karottensaft, 6.53, 3.504, 6.006, 5.771
Königsball, 5.983, 5.497, 6.222, 4.91
zugehend, 3.918, 3.295, 3.449, 3.668
Sisyphusarbeit, 3.151, 4.908, 2.939, 2.05
Kundenbeschwerde, 3.204, 4.297, 3.684, 3.071
filmtechnisch, 3.633, 4.984, 4.419, 4.88
Einkommenssteigerung, 3.48, 4.732, 4.196, 4.879
weiss-schwarz, 5.002, 3.519, 4.305, 5.566
Kaffeeanbau, 5.322, 3.679, 5.369, 5.428
Nudist, 5.365, 4.6, 5.997, 4.456
verpfändet, 4.047, 4.66, 4.444, 4.515
Beweisergebnis, 3.81, 4.741, 3.563, 4.192
Datenverarbeitungssystem, 3.326, 3.557, 2.995, 3.738
Umweltkrise, 3.244, 6.453, 4.165, 3.477
konzis, 3.546, 4.14, 3.435, 5.123
Apostasie, 4.272, 6.738, 5.021, 2.198
Schaugarten, 6.149, 3.352, 6.675, 6.37
Qualifizierungsbedarf, 3.817, 4.859, 3.12, 4.671
Lautverschiebung, 3.716, 2.901, 3.108, 4.08
